Flight Number,From,To,Departure Date,Departure Time,Arrival Time,Base Price,Total Seats
QH113,HAN (Hà Nội),PQC (Phú Quốc),2026-05-06,06:15,13:30,2100000,216
QH113,PQC (Phú Quốc),HAN (Hà Nội),2026-05-06,19:30,20:45,2100000,216
VJ302,HAN (Hà Nội),CXR (Nha Trang),2026-05-06,05:30,17:30,1500000,216
VN401,CXR (Nha Trang),HAN (Hà Nội),2026-05-06,15:45,21:45,1500000,216
VJ104,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-06,09:45,15:45,1250000,216
VJ202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-06,15:30,22:45,1250000,216
VJ112,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-06,10:00,16:00,900000,216
QH105,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-06,14:30,21:15,900000,216
VN401,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-06,06:30,15:15,1000000,216
VN102,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-06,17:45,22:00,1000000,216
VJ112,DAD (Đà Nẵng),HUI (Huế),2026-05-06,09:00,14:00,600000,216
VJ202,HUI (Huế),DAD (Đà Nẵng),2026-05-06,15:00,22:00,600000,216
VN101,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-06,11:00,14:00,850000,216
VU202,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-06,19:30,21:45,850000,216
VN301,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-07,08:15,13:30,1800000,216
VJ302,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-07,16:30,21:15,1800000,216
VJ402,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-07,08:30,15:30,1200000,216
VJ202,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-07,16:15,23:15,1200000,216
VJ103,HAN (Hà Nội),VII (Vinh),2026-05-07,09:30,16:45,800000,216
VJ112,VII (Vinh),HAN (Hà Nội),2026-05-07,15:00,23:30,800000,216
VN111,HAN (Hà Nội),HUI (Huế),2026-05-07,10:15,15:45,1100000,216
VJ402,HUI (Huế),HAN (Hà Nội),2026-05-07,18:15,23:00,1100000,216
VN201,HAN (Hà Nội),PQC (Phú Quốc),2026-05-07,12:15,15:30,2100000,216
QH114,PQC (Phú Quốc),HAN (Hà Nội),2026-05-07,19:00,20:00,2100000,216
VJ402,HAN (Hà Nội),CXR (Nha Trang),2026-05-07,12:30,17:00,1500000,216
VJ302,CXR (Nha Trang),HAN (Hà Nội),2026-05-07,18:00,22:30,1500000,216
VJ202,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-07,10:15,16:30,1250000,216
VU108,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-07,19:30,21:00,1250000,216
VJ302,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-07,08:00,14:15,900000,216
QH113,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-07,19:45,20:00,900000,216
VU107,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-07,07:30,18:15,1000000,216
VN111,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-07,18:00,23:15,1000000,216
QH105,DAD (Đà Nẵng),HUI (Huế),2026-05-07,09:15,14:45,600000,216
QH114,HUI (Huế),DAD (Đà Nẵng),2026-05-07,18:30,23:15,600000,216
VU202,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-07,12:30,18:30,850000,216
VN301,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-07,14:00,23:15,850000,216
VJ202,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-08,06:00,18:15,1800000,216
VJ104,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-08,15:00,20:45,1800000,216
VN102,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-08,11:30,14:45,1200000,216
VU201,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-08,19:00,22:30,1200000,216
QH113,HAN (Hà Nội),VII (Vinh),2026-05-08,12:45,13:30,800000,216
VN201,VII (Vinh),HAN (Hà Nội),2026-05-08,18:45,21:30,800000,216
QH113,HAN (Hà Nội),HUI (Huế),2026-05-08,11:30,18:45,1100000,216
QH105,HUI (Huế),HAN (Hà Nội),2026-05-08,14:15,21:15,1100000,216
QH113,HAN (Hà Nội),PQC (Phú Quốc),2026-05-08,08:15,15:15,2100000,216
VJ202,PQC (Phú Quốc),HAN (Hà Nội),2026-05-08,17:45,21:30,2100000,216
QH113,HAN (Hà Nội),CXR (Nha Trang),2026-05-08,12:45,13:15,1500000,216
QH106,CXR (Nha Trang),HAN (Hà Nội),2026-05-08,18:30,22:00,1500000,216
QH114,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-08,06:00,18:15,1250000,216
VN201,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-08,19:15,20:15,1250000,216
VU108,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-08,05:00,17:45,900000,216
QH106,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-08,14:30,22:15,900000,216
VN401,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-08,12:45,14:30,1000000,216
QH106,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-08,16:45,21:30,1000000,216
VN201,DAD (Đà Nẵng),HUI (Huế),2026-05-08,09:00,13:45,600000,216
VJ112,HUI (Huế),DAD (Đà Nẵng),2026-05-08,18:30,22:30,600000,216
QH114,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-08,06:15,13:00,850000,216
VJ202,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-08,19:15,20:15,850000,216
QH105,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-09,06:00,14:45,1800000,216
VN201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-09,16:45,22:15,1800000,216
VU202,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-09,10:00,14:30,1200000,216
VU107,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-09,18:30,23:00,1200000,216
VJ104,HAN (Hà Nội),VII (Vinh),2026-05-09,07:15,15:15,800000,216
VN401,VII (Vinh),HAN (Hà Nội),2026-05-09,14:00,21:45,800000,216
QH113,HAN (Hà Nội),HUI (Huế),2026-05-09,11:15,17:30,1100000,216
VU201,HUI (Huế),HAN (Hà Nội),2026-05-09,19:45,23:15,1100000,216
VJ103,HAN (Hà Nội),PQC (Phú Quốc),2026-05-09,07:00,17:45,2100000,216
VN111,PQC (Phú Quốc),HAN (Hà Nội),2026-05-09,18:45,23:45,2100000,216
VU107,HAN (Hà Nội),CXR (Nha Trang),2026-05-09,09:15,18:45,1500000,216
VJ202,CXR (Nha Trang),HAN (Hà Nội),2026-05-09,15:30,23:45,1500000,216
VU201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-09,06:00,15:30,1250000,216
VU202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-09,18:30,21:15,1250000,216
VJ103,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-09,07:30,16:30,900000,216
QH106,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-09,16:45,20:00,900000,216
QH113,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-09,05:30,14:00,1000000,216
VN102,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-09,17:00,21:00,1000000,216
VJ202,DAD (Đà Nẵng),HUI (Huế),2026-05-09,08:00,13:00,600000,216
VN101,HUI (Huế),DAD (Đà Nẵng),2026-05-09,18:00,20:15,600000,216
VN111,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-09,07:45,17:30,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-09,19:30,23:45,850000,216
VU201,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-10,09:30,17:45,1800000,216
VN301,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-10,19:45,22:30,1800000,216
VJ112,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-10,05:30,14:15,1200000,216
VN301,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-10,18:30,20:30,1200000,216
VN111,HAN (Hà Nội),VII (Vinh),2026-05-10,10:45,18:00,800000,216
VN201,VII (Vinh),HAN (Hà Nội),2026-05-10,19:15,20:00,800000,216
VN201,HAN (Hà Nội),HUI (Huế),2026-05-10,06:15,18:45,1100000,216
QH106,HUI (Huế),HAN (Hà Nội),2026-05-10,18:15,21:30,1100000,216
VN301,HAN (Hà Nội),PQC (Phú Quốc),2026-05-10,05:15,13:30,2100000,216
VU108,PQC (Phú Quốc),HAN (Hà Nội),2026-05-10,15:15,22:30,2100000,216
VU202,HAN (Hà Nội),CXR (Nha Trang),2026-05-10,05:15,18:45,1500000,216
VU108,CXR (Nha Trang),HAN (Hà Nội),2026-05-10,17:15,23:45,1500000,216
VJ402,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-10,12:15,13:00,1250000,216
VU108,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-10,14:45,20:30,1250000,216
QH113,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-10,08:45,18:30,900000,216
QH113,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-10,18:00,23:00,900000,216
VU201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-10,11:30,13:00,1000000,216
VJ103,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-10,19:30,20:45,1000000,216
VN201,DAD (Đà Nẵng),HUI (Huế),2026-05-10,06:15,17:45,600000,216
VN101,HUI (Huế),DAD (Đà Nẵng),2026-05-10,14:30,20:30,600000,216
QH113,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-10,06:30,18:00,850000,216
QH105,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-10,19:45,23:15,850000,216
VN301,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-11,06:30,13:15,1800000,216
QH113,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-11,15:45,20:30,1800000,216
VN101,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-11,10:00,16:30,1200000,216
VJ104,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-11,17:30,21:15,1200000,216
VU202,HAN (Hà Nội),VII (Vinh),2026-05-11,05:45,15:00,800000,216
VJ302,VII (Vinh),HAN (Hà Nội),2026-05-11,14:45,21:15,800000,216
VN201,HAN (Hà Nội),HUI (Huế),2026-05-11,07:00,14:15,1100000,216
VJ402,HUI (Huế),HAN (Hà Nội),2026-05-11,16:15,23:15,1100000,216
VN111,HAN (Hà Nội),PQC (Phú Quốc),2026-05-11,12:00,18:45,2100000,216
VJ112,PQC (Phú Quốc),HAN (Hà Nội),2026-05-11,19:30,23:00,2100000,216
VN111,HAN (Hà Nội),CXR (Nha Trang),2026-05-11,06:15,13:00,1500000,216
VN301,CXR (Nha Trang),HAN (Hà Nội),2026-05-11,19:00,23:00,1500000,216
QH113,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-11,09:15,18:00,1250000,216
QH114,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-11,19:15,20:45,1250000,216
VJ302,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-11,12:45,14:30,900000,216
QH113,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-11,17:00,23:15,900000,216
VJ112,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-11,09:30,15:00,1000000,216
QH106,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-11,14:45,20:45,1000000,216
QH114,DAD (Đà Nẵng),HUI (Huế),2026-05-11,06:45,14:30,600000,216
QH114,HUI (Huế),DAD (Đà Nẵng),2026-05-11,18:15,21:30,600000,216
VN111,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-11,09:15,15:30,850000,216
QH114,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-11,14:45,20:15,850000,216
VN401,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-12,06:45,16:00,1800000,216
QH106,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-12,19:15,21:00,1800000,216
QH113,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-12,06:30,13:15,1200000,216
VU202,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-12,17:15,21:00,1200000,216
QH106,HAN (Hà Nội),VII (Vinh),2026-05-12,12:45,13:45,800000,216
VJ302,VII (Vinh),HAN (Hà Nội),2026-05-12,19:00,22:45,800000,216
VN101,HAN (Hà Nội),HUI (Huế),2026-05-12,08:15,15:45,1100000,216
QH106,HUI (Huế),HAN (Hà Nội),2026-05-12,19:45,22:45,1100000,216
VU107,HAN (Hà Nội),PQC (Phú Quốc),2026-05-12,06:00,16:00,2100000,216
VN301,PQC (Phú Quốc),HAN (Hà Nội),2026-05-12,18:45,23:30,2100000,216
QH105,HAN (Hà Nội),CXR (Nha Trang),2026-05-12,05:15,15:15,1500000,216
QH114,CXR (Nha Trang),HAN (Hà Nội),2026-05-12,16:45,23:15,1500000,216
QH105,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-12,09:00,17:30,1250000,216
VJ402,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-12,18:15,23:30,1250000,216
VJ104,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-12,06:15,17:30,900000,216
VN401,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-12,15:00,21:15,900000,216
QH113,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-12,07:00,15:00,1000000,216
VJ302,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-12,16:30,21:30,1000000,216
VU201,DAD (Đà Nẵng),HUI (Huế),2026-05-12,05:15,17:30,600000,216
VN201,HUI (Huế),DAD (Đà Nẵng),2026-05-12,17:00,21:30,600000,216
VU108,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-12,11:15,16:30,850000,216
VJ104,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-12,19:30,22:45,850000,216
VN301,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-13,08:30,15:30,1800000,216
QH106,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-13,16:30,22:00,1800000,216
VN102,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-13,08:30,17:00,1200000,216
VJ103,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-13,14:00,23:45,1200000,216
VJ302,HAN (Hà Nội),VII (Vinh),2026-05-13,08:00,15:30,800000,216
VN101,VII (Vinh),HAN (Hà Nội),2026-05-13,14:00,23:15,800000,216
QH106,HAN (Hà Nội),HUI (Huế),2026-05-13,07:30,13:45,1100000,216
QH105,HUI (Huế),HAN (Hà Nội),2026-05-13,18:45,23:30,1100000,216
VU107,HAN (Hà Nội),PQC (Phú Quốc),2026-05-13,09:00,15:15,2100000,216
VN401,PQC (Phú Quốc),HAN (Hà Nội),2026-05-13,14:30,20:00,2100000,216
QH105,HAN (Hà Nội),CXR (Nha Trang),2026-05-13,12:45,17:15,1500000,216
VN401,CXR (Nha Trang),HAN (Hà Nội),2026-05-13,19:00,21:45,1500000,216
VJ402,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-13,09:00,13:45,1250000,216
QH114,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-13,14:45,22:45,1250000,216
VN111,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-13,05:00,14:00,900000,216
VJ104,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-13,14:00,23:30,900000,216
VJ302,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-13,06:45,15:30,1000000,216
VN301,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-13,14:45,22:00,1000000,216
VJ112,DAD (Đà Nẵng),HUI (Huế),2026-05-13,11:15,15:00,600000,216
VU107,HUI (Huế),DAD (Đà Nẵng),2026-05-13,14:15,20:00,600000,216
VN301,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-13,08:30,17:15,850000,216
VN111,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-13,14:15,21:00,850000,216
VU201,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-14,05:30,18:30,1800000,216
VN401,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-14,18:00,21:15,1800000,216
VU202,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-14,11:15,16:45,1200000,216
VJ202,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-14,16:15,22:30,1200000,216
VJ112,HAN (Hà Nội),VII (Vinh),2026-05-14,05:15,15:15,800000,216
VN401,VII (Vinh),HAN (Hà Nội),2026-05-14,14:45,20:15,800000,216
VN101,HAN (Hà Nội),HUI (Huế),2026-05-14,09:15,18:30,1100000,216
VU107,HUI (Huế),HAN (Hà Nội),2026-05-14,16:45,23:15,1100000,216
VU107,HAN (Hà Nội),PQC (Phú Quốc),2026-05-14,10:00,17:30,2100000,216
VN101,PQC (Phú Quốc),HAN (Hà Nội),2026-05-14,19:15,20:30,2100000,216
VJ112,HAN (Hà Nội),CXR (Nha Trang),2026-05-14,09:30,15:00,1500000,216
VN401,CXR (Nha Trang),HAN (Hà Nội),2026-05-14,16:45,20:15,1500000,216
VN111,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-14,08:15,18:15,1250000,216
VJ104,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-14,16:30,20:30,1250000,216
VU201,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-14,09:30,15:00,900000,216
VN301,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-14,18:15,20:15,900000,216
QH114,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-14,12:00,17:15,1000000,216
VJ402,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-14,14:00,22:30,1000000,216
VN101,DAD (Đà Nẵng),HUI (Huế),2026-05-14,08:15,18:00,600000,216
VJ103,HUI (Huế),DAD (Đà Nẵng),2026-05-14,18:15,21:30,600000,216
VU108,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-14,10:00,15:00,850000,216
VJ104,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-14,19:00,23:45,850000,216
VU108,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-15,06:00,17:30,1800000,216
VN301,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-15,19:30,21:00,1800000,216
VU107,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-15,08:45,13:15,1200000,216
VJ104,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-15,16:45,21:00,1200000,216
VJ103,HAN (Hà Nội),VII (Vinh),2026-05-15,05:30,14:00,800000,216
VN111,VII (Vinh),HAN (Hà Nội),2026-05-15,14:45,21:00,800000,216
VU108,HAN (Hà Nội),HUI (Huế),2026-05-15,07:00,17:30,1100000,216
VJ202,HUI (Huế),HAN (Hà Nội),2026-05-15,18:30,23:30,1100000,216
VN301,HAN (Hà Nội),PQC (Phú Quốc),2026-05-15,11:00,18:30,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-05-15,19:30,22:00,2100000,216
VJ103,HAN (Hà Nội),CXR (Nha Trang),2026-05-15,06:45,13:15,1500000,216
VJ104,CXR (Nha Trang),HAN (Hà Nội),2026-05-15,18:45,22:00,1500000,216
VN201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-15,06:00,14:00,1250000,216
VU108,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-15,19:15,23:00,1250000,216
VJ103,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-15,06:00,17:45,900000,216
QH114,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-15,15:15,21:45,900000,216
VN401,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-15,10:15,13:00,1000000,216
VJ302,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-15,19:00,21:30,1000000,216
VN401,DAD (Đà Nẵng),HUI (Huế),2026-05-15,10:30,15:00,600000,216
VJ202,HUI (Huế),DAD (Đà Nẵng),2026-05-15,14:00,23:45,600000,216
VU202,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-15,07:15,15:00,850000,216
VN111,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-15,17:45,20:15,850000,216
VJ302,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-16,05:00,17:30,1800000,216
VN201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-16,19:30,23:45,1800000,216
VU108,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-16,06:30,17:15,1200000,216
VJ402,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-16,18:15,20:30,1200000,216
VN301,HAN (Hà Nội),VII (Vinh),2026-05-16,05:00,15:15,800000,216
VU107,VII (Vinh),HAN (Hà Nội),2026-05-16,18:45,23:15,800000,216
QH106,HAN (Hà Nội),HUI (Huế),2026-05-16,11:00,17:00,1100000,216
VJ103,HUI (Huế),HAN (Hà Nội),2026-05-16,19:30,21:00,1100000,216
VJ202,HAN (Hà Nội),PQC (Phú Quốc),2026-05-16,05:15,15:00,2100000,216
VJ402,PQC (Phú Quốc),HAN (Hà Nội),2026-05-16,15:45,23:00,2100000,216
VN201,HAN (Hà Nội),CXR (Nha Trang),2026-05-16,05:30,16:30,1500000,216
VU202,CXR (Nha Trang),HAN (Hà Nội),2026-05-16,14:30,20:15,1500000,216
VN102,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-16,06:00,13:30,1250000,216
VJ302,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-16,19:30,20:45,1250000,216
QH105,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-16,05:30,15:45,900000,216
VN101,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-16,14:00,22:00,900000,216
QH113,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-16,06:30,15:30,1000000,216
VJ112,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-16,15:30,21:30,1000000,216
VJ302,DAD (Đà Nẵng),HUI (Huế),2026-05-16,06:15,18:15,600000,216
VU107,HUI (Huế),DAD (Đà Nẵng),2026-05-16,17:45,23:45,600000,216
QH113,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-16,11:30,13:15,850000,216
VN111,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-16,15:00,21:15,850000,216
VJ402,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-17,10:30,15:00,1800000,216
VJ104,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-17,17:15,23:00,1800000,216
VN201,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-17,06:15,18:45,1200000,216
VJ202,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-17,17:30,21:30,1200000,216
QH113,HAN (Hà Nội),VII (Vinh),2026-05-17,12:45,17:15,800000,216
VJ103,VII (Vinh),HAN (Hà Nội),2026-05-17,15:00,20:45,800000,216
VN401,HAN (Hà Nội),HUI (Huế),2026-05-17,06:45,16:00,1100000,216
QH106,HUI (Huế),HAN (Hà Nội),2026-05-17,16:00,23:45,1100000,216
VN201,HAN (Hà Nội),PQC (Phú Quốc),2026-05-17,10:00,15:30,2100000,216
VN111,PQC (Phú Quốc),HAN (Hà Nội),2026-05-17,15:45,20:30,2100000,216
QH106,HAN (Hà Nội),CXR (Nha Trang),2026-05-17,12:45,16:45,1500000,216
VU108,CXR (Nha Trang),HAN (Hà Nội),2026-05-17,17:00,23:45,1500000,216
QH105,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-17,08:00,13:00,1250000,216
VJ302,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-17,15:45,22:15,1250000,216
VN201,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-17,10:30,13:30,900000,216
VN201,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-17,14:15,22:45,900000,216
VU201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-17,09:30,13:15,1000000,216
QH106,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-17,17:45,23:30,1000000,216
QH106,DAD (Đà Nẵng),HUI (Huế),2026-05-17,08:15,15:15,600000,216
QH113,HUI (Huế),DAD (Đà Nẵng),2026-05-17,17:15,20:15,600000,216
VJ202,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-17,08:00,15:15,850000,216
VU108,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-17,15:00,23:30,850000,216
VU201,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-18,12:30,13:15,1800000,216
QH105,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-18,19:00,23:00,1800000,216
VJ103,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-18,05:15,18:15,1200000,216
VJ302,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-18,14:45,20:45,1200000,216
VJ202,HAN (Hà Nội),VII (Vinh),2026-05-18,12:45,15:45,800000,216
VU108,VII (Vinh),HAN (Hà Nội),2026-05-18,14:30,23:15,800000,216
VU108,HAN (Hà Nội),HUI (Huế),2026-05-18,11:45,13:45,1100000,216
VN301,HUI (Huế),HAN (Hà Nội),2026-05-18,16:15,23:45,1100000,216
VJ112,HAN (Hà Nội),PQC (Phú Quốc),2026-05-18,07:15,14:00,2100000,216
VU201,PQC (Phú Quốc),HAN (Hà Nội),2026-05-18,15:00,20:00,2100000,216
VN111,HAN (Hà Nội),CXR (Nha Trang),2026-05-18,12:45,18:45,1500000,216
VJ402,CXR (Nha Trang),HAN (Hà Nội),2026-05-18,17:45,23:30,1500000,216
VU202,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-18,09:15,17:00,1250000,216
VJ104,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-18,19:00,20:00,1250000,216
VN401,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-18,06:45,14:15,900000,216
VN111,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-18,16:30,23:30,900000,216
VJ112,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-18,10:00,14:45,1000000,216
VJ103,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-18,19:30,21:00,1000000,216
VN111,DAD (Đà Nẵng),HUI (Huế),2026-05-18,10:00,15:45,600000,216
VJ104,HUI (Huế),DAD (Đà Nẵng),2026-05-18,19:45,22:00,600000,216
VU202,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-18,07:15,13:45,850000,216
VU108,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-18,14:45,20:45,850000,216
QH106,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-19,07:45,15:15,1800000,216
VN111,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-19,14:00,22:30,1800000,216
VN101,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-19,11:00,16:15,1200000,216
VN111,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-19,14:30,22:00,1200000,216
VJ402,HAN (Hà Nội),VII (Vinh),2026-05-19,12:00,15:45,800000,216
